Pre_R_Mean,Pre_G_Mean,Pre_B_Mean,Pre_R_Std,Pre_G_Std,Pre_B_Std,Pre_GND_Mean,Pre_GND_Std,Pre_GND_Q25,Pre_GND_Q50,Pre_GND_Q75,Pre_GND_Q90,Pre_GND_Q95,Pre_GND_Q99,Pre_GND_IQR,Pre_GND_Peak,Pre_GND_Skewness,Pre_GND_Kurtosis,Pre_GND_CV,Pre_GND_HighRatio,Pre_GND_LowRatio,Process_Temp,Process_Time,Process_H2,Process_Ar,Target_103,Target_102,Target_301,Target_114,Target_115,Target_105,Target_124,Target_125,Target_214,TARGET_Yield,Sample_ID,Target_Scheme
232.42527173913044,44.05434782608695,39.52989130434783,65.136360264429,63.38022423917499,68.34690765181993,0.03690272536687632,0.014112093750955694,0.0299,0.0399,0.0475,0.05224,0.05412,0.055748,0.0176,0.0468,-0.9237897437111596,0.13940070982328878,0.3824133207143186,0.0,0.03773584905660377,1380,6.0,100,500,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1
232.42527173913044,44.05434782608695,39.52989130434783,65.136360264429,63.38022423917499,68.34690765181993,0.03690272536687632,0.014112093750955694,0.0299,0.0399,0.0475,0.05224,0.05412,0.055748,0.0176,0.0468,-0.9237897437111596,0.13940070982328878,0.3824133207143186,0.0,0.03773584905660377,1380,6.0,100,500,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11,2
232.42527173913044,44.05434782608695,39.52989130434783,65.136360264429,63.38022423917499,68.34690765181993,0.03690272536687632,0.014112093750955694,0.0299,0.0399,0.0475,0.05224,0.05412,0.055748,0.0176,0.0468,-0.9237897437111596,0.13940070982328878,0.3824133207143186,0.0,0.03773584905660377,1380,6.0,100,500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11,3
232.42527173913044,44.05434782608695,39.52989130434783,65.136360264429,63.38022423917499,68.34690765181993,0.03690272536687632,0.014112093750955694,0.0299,0.0399,0.0475,0.05224,0.05412,0.055748,0.0176,0.0468,-0.9237897437111596,0.13940070982328878,0.3824133207143186,0.0,0.03773584905660377,1380,6.0,100,500,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4
139.86026936026937,162.08291245791247,194.80513468013467,75.9472215892551,90.85497678630672,83.38027225304783,1.5666205082742317,0.29931573101864106,1.385775,1.58235,1.778275,1.94331,2.03001,2.1257360000000003,0.39250000000000007,1.5408,-0.5582667298155259,0.6430570197419603,0.1910582233781449,0.0,0.015957446808510637,1043,28.0,33,373,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005434782608695652,12,1
139.86026936026937,162.08291245791247,194.80513468013467,75.9472215892551,90.85497678630672,83.38027225304783,1.5666205082742317,0.29931573101864106,1.385775,1.58235,1.778275,1.94331,2.03001,2.1257360000000003,0.39250000000000007,1.5408,-0.5582667298155259,0.6430570197419603,0.1910582233781449,0.0,0.015957446808510637,1043,28.0,33,373,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0019021739130434783,12,2
139.86026936026937,162.08291245791247,194.80513468013467,75.9472215892551,90.85497678630672,83.38027225304783,1.5666205082742317,0.29931573101864106,1.385775,1.58235,1.778275,1.94331,2.03001,2.1257360000000003,0.39250000000000007,1.5408,-0.5582667298155259,0.6430570197419603,0.1910582233781449,0.0,0.015957446808510637,1043,28.0,33,373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0010869565217391304,12,3
139.86026936026937,162.08291245791247,194.80513468013467,75.9472215892551,90.85497678630672,83.38027225304783,1.5666205082742317,0.29931573101864106,1.385775,1.58235,1.778275,1.94331,2.03001,2.1257360000000003,0.39250000000000007,1.5408,-0.5582667298155259,0.6430570197419603,0.1910582233781449,0.0,0.015957446808510637,1043,28.0,33,373,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0005434782608695652,12,4
228.40320692883896,55.45213014981273,50.81975655430712,68.43697513753564,64.93383518835671,74.18838502462219,0.03723482947863583,0.014725675824386927,0.0303,0.0404,0.048,0.0533,0.0557,0.0587,0.0177,0.0469,-0.919090942651035,0.15026380532736594,0.3954812209583518,0.0,0.05056840454723638,1380,4.0,100,500,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003831417624521073,13,1
228.40320692883896,55.45213014981273,50.81975655430712,68.43697513753564,64.93383518835671,74.18838502462219,0.03723482947863583,0.014725675824386927,0.0303,0.0404,0.048,0.0533,0.0557,0.0587,0.0177,0.0469,-0.919090942651035,0.15026380532736594,0.3954812209583518,0.0,0.05056840454723638,1380,4.0,100,500,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0003831417624521073,13,2
